46.228224, 7.357135
46.228161, 7.359217
46.229936, 7.358342
46.229560, 7.353573
46.228621, 7.354826
46.228224, 7.357135
46.229080, 7.356803
46.228663, 7.358146
46.229936, 7.358342
46.230552, 7.358010
46.230364, 7.354690
46.232243, 7.354207
46.230730, 7.353075
46.232651, 7.351445
46.234571, 7.356108
46.232056, 7.357301
46.230730, 7.353075
46.229560, 7.353573
46.228621, 7.354826
46.228224, 7.357135
46.228161, 7.359217
46.228663, 7.358146
46.228161, 7.359217
46.229936, 7.358342
46.230552, 7.358010
46.230364, 7.354690
46.232243, 7.354207
46.232651, 7.351445
46.234571, 7.356108
46.232056, 7.357301
46.230552, 7.358010
46.229080, 7.356803
46.230364, 7.354690
46.229560, 7.353573
46.230730, 7.353075
46.229560, 7.353573
46.232651, 7.351445
46.234571, 7.356108
46.229080, 7.356803
46.228663, 7.358146
46.228161, 7.359217
46.229936, 7.358342
46.229560, 7.353573
